percentile,trades,min_ev,winrate,avg_pnl,cum_pnl,avg_mfe,avg_mae
Top 1%,271,62.16899529298658,70.11070110701108,11.545202952029479,3128.7499999999886,84.23376383763835,19.892619926199345
Top 2%,542,53.38349980521339,68.45018450184503,4.6394833948339524,2514.600000000002,76.33763837638364,19.351937269372748
Top 5%,1355,44.352480122411606,66.93726937269373,0.533099630996336,722.3500000000352,68.3684501845018,18.608708487084808
Top 10%,2710,37.68219446551555,67.23247232472325,-0.07832103321030248,-212.24999999991974,64.28105166051662,17.28752767527669
Top 20%,5420,31.240916751166946,68.09963099630997,0.36530442804431257,1979.950000000174,60.94197416974172,16.044261992619894
Top 50%,13551,19.57046517539024,66.66666666666666,-0.24299313703784553,-3292.7999999998447,52.47975057191352,13.808468009740968
Top 100%,27102,-22.73973299846316,53.79676776621651,0.034036233488303806,922.4500000000098,43.709973433694934,11.591072614567183
